user_convert	id_convert	Rating	timestamp
628	42	6.0	58.0
628	12	10.0	40.0
628	34	8.0	26.0
787	44	9.0	96.0
787	5	8.0	98.0
787	48	8.0	99.0
787	41	8.0	99.0
787	2	8.0	99.0
787	4	7.0	97.0
787	20	8.0	97.0
787	56	7.0	99.0
787	57	7.0	99.0
787	46	7.0	99.0
787	30	6.0	94.0
787	25	7.0	99.0
774	54	9.0	89.0
774	52	9.0	87.0
774	23	10.0	87.0
774	32	9.0	87.0
774	5	9.0	87.0
774	40	9.0	87.0
774	1	9.0	87.0
774	20	8.0	87.0
774	57	8.0	87.0
774	26	9.0	87.0
774	25	9.0	87.0
549	44	1.0	43.0
549	39	3.0	22.0
549	40	9.0	54.0
549	19	5.0	53.0
549	20	7.0	47.0
549	43	10.0	45.0
549	21	10.0	53.0
549	7	8.0	39.0
549	8	1.0	25.0
549	55	9.0	35.0
638	37	8.0	35.0
638	32	10.0	41.0
638	40	10.0	54.0
638	48	7.0	47.0
638	41	9.0	42.0
638	19	10.0	53.0
638	27	10.0	51.0
638	20	9.0	47.0
638	16	10.0	37.0
638	43	10.0	44.0
638	21	9.0	54.0
638	58	9.0	45.0
638	56	10.0	56.0
638	7	10.0	38.0
638	45	10.0	36.0
638	0	8.0	55.0
638	42	9.0	59.0
638	55	9.0	35.0
638	12	7.0	39.0
638	30	10.0	61.0
391	39	9.0	22.0
391	52	10.0	20.0
391	32	10.0	40.0
391	19	9.0	53.0
391	35	9.0	19.0
391	2	9.0	74.0
391	24	10.0	33.0
391	59	10.0	26.0
391	28	9.0	29.0
391	18	9.0	30.0
391	7	9.0	38.0
391	8	9.0	24.0
391	57	10.0	72.0
391	13	8.0	34.0
391	47	7.0	30.0
391	55	9.0	35.0
391	12	9.0	39.0
391	26	9.0	34.0
391	25	10.0	70.0
417	37	10.0	35.0
417	5	9.0	87.0
417	40	8.0	54.0
417	41	9.0	42.0
417	19	8.0	53.0
417	21	8.0	53.0
417	17	10.0	92.0
417	49	9.0	48.0
417	42	4.0	59.0
417	30	7.0	61.0
417	25	7.0	70.0
95	44	9.0	43.0
95	52	7.0	41.0
95	37	7.0	41.0
95	32	7.0	41.0
95	48	8.0	48.0
95	41	8.0	42.0
95	35	7.0	41.0
95	24	10.0	42.0
95	27	7.0	52.0
95	11	10.0	44.0
95	59	9.0	41.0
95	20	6.0	47.0
95	16	7.0	41.0
95	43	8.0	44.0
95	9	9.0	41.0
95	18	5.0	41.0
95	58	7.0	43.0
95	7	8.0	41.0
95	45	10.0	41.0
95	29	8.0	43.0
95	47	5.0	42.0
95	55	8.0	42.0
95	12	7.0	41.0
95	6	7.0	45.0
352	31	10.0	93.0
352	37	10.0	93.0
352	23	8.0	93.0
352	5	8.0	94.0
352	48	10.0	94.0
352	2	10.0	94.0
352	4	9.0	94.0
352	9	9.0	93.0
352	58	8.0	93.0
352	17	10.0	93.0
352	29	9.0	96.0
352	30	10.0	93.0
791	31	8.0	4.0
791	54	7.0	26.0
791	52	7.0	20.0
791	32	7.0	40.0
791	41	3.0	53.0
791	35	5.0	23.0
791	24	5.0	33.0
791	59	6.0	26.0
791	28	1.0	29.0
791	1	5.0	14.0
791	16	3.0	37.0
791	21	6.0	53.0
791	15	5.0	8.0
791	7	9.0	38.0
791	8	6.0	25.0
791	17	3.0	8.0
791	0	1.0	55.0
791	47	6.0	30.0
791	55	6.0	35.0
791	12	8.0	39.0
791	30	6.0	61.0
6	44	8.0	43.0
6	32	8.0	40.0
6	48	8.0	47.0
6	41	7.0	42.0
6	20	8.0	47.0
6	16	9.0	37.0
6	43	9.0	44.0
6	58	9.0	44.0
6	7	9.0	39.0
6	12	8.0	39.0
6	6	9.0	45.0
11	31	5.0	4.0
11	44	6.0	44.0
11	54	7.0	27.0
11	52	3.0	20.0
11	37	5.0	37.0
11	5	8.0	87.0
11	40	8.0	55.0
11	48	8.0	48.0
11	41	7.0	42.0
11	19	7.0	53.0
11	35	7.0	20.0
11	2	5.0	74.0
11	4	6.0	83.0
11	24	6.0	34.0
11	27	7.0	52.0
11	11	8.0	4.0
11	59	5.0	26.0
11	28	6.0	29.0
11	20	5.0	47.0
11	16	5.0	38.0
11	3	3.0	5.0
11	21	5.0	54.0
11	15	6.0	8.0
11	18	5.0	30.0
11	58	8.0	45.0
11	51	7.0	2.0
11	56	5.0	57.0
11	7	6.0	39.0
11	22	8.0	64.0
11	33	5.0	15.0
11	45	6.0	37.0
11	53	9.0	8.0
11	8	6.0	25.0
11	57	6.0	73.0
11	17	4.0	7.0
11	49	8.0	50.0
11	13	5.0	35.0
11	29	5.0	36.0
11	55	4.0	36.0
11	46	6.0	61.0
11	12	6.0	40.0
11	30	7.0	61.0
11	6	7.0	45.0
11	34	6.0	26.0
55	31	7.0	4.0
55	44	9.0	43.0
55	39	10.0	22.0
55	54	6.0	26.0
55	52	9.0	20.0
55	37	1.0	35.0
55	23	5.0	0.0
55	32	10.0	40.0
55	48	10.0	47.0
55	41	10.0	42.0
55	19	6.0	53.0
55	35	9.0	19.0
55	24	10.0	33.0
55	38	10.0	13.0
55	36	10.0	22.0
55	27	10.0	51.0
55	59	9.0	26.0
55	20	9.0	47.0
55	10	9.0	13.0
55	16	10.0	38.0
55	43	10.0	43.0
55	21	5.0	53.0
55	15	7.0	7.0
55	58	10.0	44.0
55	56	6.0	57.0
55	50	10.0	25.0
55	7	10.0	39.0
55	22	10.0	64.0
55	45	8.0	33.0
55	53	9.0	7.0
55	8	10.0	25.0
55	17	9.0	6.0
55	49	8.0	48.0
55	13	9.0	34.0
55	29	10.0	32.0
55	42	4.0	58.0
55	47	9.0	30.0
55	55	10.0	35.0
55	46	9.0	61.0
55	12	4.0	40.0
55	30	10.0	61.0
55	6	10.0	45.0
55	34	10.0	25.0
705	31	10.0	4.0
705	23	7.0	1.0
705	11	9.0	4.0
705	1	7.0	11.0
705	3	7.0	2.0
705	15	9.0	9.0
705	51	8.0	12.0
705	33	9.0	12.0
705	53	9.0	8.0
705	17	9.0	14.0
570	39	8.0	22.0
570	54	7.0	27.0
570	37	7.0	35.0
570	32	7.0	43.0
570	41	8.0	43.0
570	35	7.0	34.0
570	24	8.0	33.0
570	38	7.0	13.0
570	59	6.0	26.0
570	43	8.0	44.0
570	15	8.0	8.0
570	18	6.0	30.0
570	51	8.0	42.0
570	50	8.0	26.0
570	45	8.0	35.0
570	8	8.0	25.0
570	13	8.0	44.0
570	55	7.0	47.0
570	12	7.0	42.0
570	14	7.0	30.0
570	34	8.0	25.0
521	31	10.0	90.0
521	31	10.0	90.0
521	44	9.0	90.0
521	39	10.0	90.0
521	5	10.0	90.0
521	4	1.0	90.0
521	38	10.0	90.0
521	11	10.0	90.0
521	20	3.0	90.0
521	57	1.0	90.0
521	42	2.0	90.0
798	44	7.0	46.0
798	41	8.0	44.0
798	19	7.0	61.0
798	4	8.0	83.0
798	24	7.0	36.0
798	20	5.0	50.0
798	16	8.0	42.0
798	21	7.0	56.0
798	18	7.0	30.0
798	56	8.0	67.0
798	14	8.0	30.0
798	6	8.0	46.0
681	44	9.0	43.0
681	39	10.0	22.0
681	54	9.0	29.0
681	52	10.0	47.0
681	37	9.0	35.0
681	32	10.0	40.0
681	48	10.0	47.0
681	35	8.0	20.0
681	24	10.0	33.0
681	38	8.0	13.0
681	59	10.0	26.0
681	28	6.0	29.0
681	1	8.0	11.0
681	20	8.0	47.0
681	10	8.0	13.0
681	16	9.0	38.0
681	3	8.0	47.0
681	15	9.0	10.0
681	18	10.0	55.0
681	33	8.0	39.0
681	8	9.0	25.0
681	0	7.0	55.0
681	49	8.0	49.0
681	13	8.0	34.0
681	29	9.0	35.0
681	47	7.0	30.0
681	55	10.0	35.0
681	12	8.0	39.0
681	26	8.0	34.0
681	30	8.0	62.0
681	14	8.0	30.0
672	44	2.0	49.0
672	48	4.0	50.0
672	27	5.0	51.0
672	20	4.0	47.0
672	21	9.0	53.0
672	18	7.0	51.0
672	56	3.0	56.0
672	7	6.0	51.0
672	0	8.0	55.0
672	42	4.0	58.0
672	30	5.0	61.0
659	52	6.0	93.0
659	32	8.0	93.0
659	5	6.0	89.0
659	2	10.0	76.0
659	4	9.0	83.0
659	38	10.0	79.0
659	28	5.0	93.0
659	1	8.0	93.0
659	20	9.0	93.0
659	10	7.0	93.0
659	16	10.0	93.0
659	3	9.0	93.0
659	18	9.0	94.0
659	57	9.0	93.0
659	0	5.0	94.0
659	46	7.0	93.0
659	26	8.0	93.0
659	25	7.0	93.0
609	39	9.0	31.0
609	28	6.0	29.0
609	16	7.0	37.0
609	18	7.0	30.0
609	7	9.0	38.0
609	45	10.0	36.0
609	13	8.0	34.0
609	12	8.0	39.0
609	26	7.0	33.0
609	14	5.0	30.0
1	31	10.0	95.0
1	44	10.0	95.0
1	39	7.0	95.0
1	5	9.0	89.0
1	40	9.0	87.0
1	48	10.0	98.0
1	2	6.0	87.0
1	4	7.0	87.0
1	57	7.0	87.0
1	30	10.0	95.0
86	31	10.0	44.0
86	44	8.0	51.0
86	39	8.0	37.0
86	54	9.0	36.0
86	52	10.0	42.0
86	37	9.0	42.0
86	32	10.0	41.0
86	5	9.0	87.0
86	40	9.0	54.0
86	48	9.0	48.0
86	41	9.0	50.0
86	19	10.0	53.0
86	2	10.0	74.0
86	4	10.0	83.0
86	24	10.0	41.0
86	38	9.0	59.0
86	27	10.0	51.0
86	59	7.0	51.0
86	28	7.0	35.0
86	1	8.0	40.0
86	20	10.0	47.0
86	10	8.0	42.0
86	16	10.0	37.0
86	3	6.0	42.0
86	43	10.0	45.0
86	9	9.0	44.0
86	21	8.0	53.0
86	18	9.0	39.0
86	56	10.0	56.0
86	7	10.0	39.0
86	22	10.0	64.0
86	33	9.0	56.0
86	45	9.0	60.0
86	53	10.0	50.0
86	8	8.0	35.0
86	57	8.0	72.0
86	0	6.0	55.0
86	49	10.0	55.0
86	29	8.0	67.0
86	42	6.0	58.0
86	47	8.0	37.0
86	55	8.0	41.0
86	46	9.0	60.0
86	12	9.0	46.0
86	26	8.0	38.0
86	30	8.0	61.0
86	14	7.0	58.0
86	25	8.0	69.0
86	6	8.0	45.0
578	39	8.0	87.0
578	52	8.0	87.0
578	19	9.0	87.0
578	2	9.0	88.0
87	31	9.0	22.0
87	23	10.0	22.0
87	5	10.0	87.0
87	41	10.0	45.0
87	19	9.0	58.0
87	43	8.0	45.0
87	9	10.0	64.0
87	21	9.0	58.0
87	22	8.0	64.0
87	17	9.0	76.0
87	29	10.0	32.0
87	25	8.0	71.0
475	37	9.0	35.0
475	32	8.0	40.0
475	19	9.0	53.0
475	24	6.0	35.0
475	20	7.0	60.0
475	9	9.0	39.0
475	7	8.0	39.0
475	22	8.0	64.0
475	45	9.0	33.0
475	13	7.0	34.0
475	42	7.0	58.0
475	47	7.0	33.0
475	26	8.0	34.0
730	41	9.0	81.0
730	2	10.0	84.0
730	4	9.0	84.0
730	15	7.0	84.0
730	58	8.0	81.0
730	17	8.0	84.0
730	46	8.0	84.0
730	14	8.0	84.0
730	25	9.0	84.0
730	34	8.0	82.0
28	44	9.0	77.0
28	54	9.0	81.0
28	5	8.0	87.0
28	48	9.0	77.0
28	41	9.0	77.0
28	2	8.0	77.0
28	4	9.0	83.0
28	24	9.0	81.0
28	9	7.0	83.0
28	21	9.0	84.0
28	15	7.0	78.0
28	7	9.0	77.0
28	45	8.0	83.0
28	0	5.0	82.0
28	30	9.0	82.0
28	34	9.0	78.0
225	31	9.0	49.0
225	44	8.0	53.0
225	39	9.0	49.0
225	54	8.0	56.0
225	52	9.0	48.0
225	37	9.0	55.0
225	23	9.0	47.0
225	32	9.0	49.0
225	40	9.0	54.0
225	48	10.0	48.0
225	41	8.0	52.0
225	19	9.0	55.0
225	35	9.0	47.0
225	24	9.0	50.0
225	38	7.0	49.0
225	27	8.0	51.0
225	11	9.0	48.0
225	1	7.0	48.0
225	20	8.0	48.0
225	10	7.0	49.0
225	16	9.0	47.0
225	43	10.0	47.0
225	9	10.0	47.0
225	21	10.0	55.0
225	15	10.0	50.0
225	18	9.0	48.0
225	58	10.0	50.0
225	51	7.0	48.0
225	56	10.0	56.0
225	50	10.0	51.0
225	7	9.0	48.0
225	33	10.0	48.0
225	45	10.0	50.0
225	53	10.0	50.0
225	8	9.0	53.0
225	17	10.0	52.0
225	0	9.0	55.0
225	49	10.0	48.0
225	13	9.0	53.0
225	29	10.0	50.0
225	42	5.0	59.0
225	47	6.0	48.0
225	55	7.0	54.0
225	12	8.0	48.0
225	14	7.0	48.0
225	6	8.0	55.0
225	34	10.0	52.0
181	31	8.0	95.0
181	44	8.0	89.0
181	39	8.0	82.0
181	54	8.0	89.0
181	52	8.0	95.0
181	37	8.0	90.0
181	23	9.0	82.0
181	32	8.0	95.0
181	5	9.0	87.0
181	48	9.0	89.0
181	41	9.0	100.0
181	35	8.0	95.0
181	2	9.0	82.0
181	4	10.0	83.0
181	38	9.0	89.0
181	36	9.0	97.0
181	11	10.0	89.0
181	16	8.0	95.0
181	9	7.0	89.0
181	21	8.0	91.0
181	51	8.0	95.0
181	56	9.0	89.0
181	22	8.0	95.0
181	45	9.0	91.0
181	8	8.0	92.0
181	57	8.0	82.0
181	17	9.0	89.0
181	49	10.0	89.0
181	13	8.0	95.0
181	47	8.0	95.0
181	30	8.0	89.0
181	25	8.0	95.0
181	34	8.0	99.0
90	52	10.0	47.0
90	37	10.0	78.0
90	32	10.0	48.0
90	40	10.0	55.0
90	28	10.0	47.0
90	1	10.0	46.0
90	20	10.0	51.0
90	10	10.0	46.0
90	16	10.0	47.0
90	3	10.0	45.0
90	9	10.0	69.0
90	56	10.0	77.0
90	47	2.0	63.0
90	46	10.0	78.0
90	26	7.0	47.0
90	6	10.0	68.0
464	54	8.0	80.0
464	37	8.0	94.0
464	5	8.0	87.0
464	48	8.0	89.0
464	41	8.0	95.0
464	2	8.0	74.0
464	4	7.0	83.0
464	24	8.0	79.0
464	11	8.0	84.0
464	15	10.0	80.0
464	51	6.0	75.0
464	56	7.0	73.0
464	50	7.0	80.0
464	45	9.0	77.0
464	53	6.0	81.0
464	57	8.0	73.0
464	17	8.0	74.0
464	46	3.0	73.0
464	25	6.0	74.0
696	32	8.0	94.0
696	5	9.0	94.0
696	40	8.0	94.0
696	48	7.0	95.0
696	35	8.0	94.0
696	38	9.0	97.0
696	28	7.0	94.0
696	20	7.0	94.0
696	16	8.0	94.0
696	3	6.0	94.0
696	9	7.0	95.0
696	56	8.0	94.0
696	0	6.0	95.0
696	49	8.0	95.0
696	46	8.0	94.0
696	12	7.0	93.0
696	25	9.0	94.0
696	6	7.0	94.0
195	52	10.0	89.0
195	52	10.0	90.0
195	2	10.0	89.0
195	4	5.0	89.0
195	11	10.0	89.0
195	28	5.0	89.0
195	28	5.0	89.0
195	1	7.0	89.0
195	20	10.0	89.0
195	10	10.0	89.0
195	16	9.0	89.0
195	3	8.0	89.0
195	56	10.0	89.0
195	33	10.0	90.0
195	57	5.0	89.0
195	26	5.0	89.0
195	25	10.0	89.0
249	31	8.0	80.0
249	5	6.0	91.0
249	40	8.0	94.0
249	19	8.0	97.0
249	11	9.0	84.0
249	59	7.0	79.0
249	22	8.0	95.0
249	8	9.0	82.0
249	17	9.0	84.0
249	55	7.0	79.0
249	6	7.0	95.0
655	31	8.0	92.0
655	44	8.0	92.0
655	37	8.0	92.0
655	23	9.0	92.0
655	5	9.0	93.0
655	35	8.0	92.0
655	36	8.0	92.0
655	11	6.0	92.0
655	10	6.0	92.0
655	18	8.0	92.0
655	17	8.0	94.0
655	13	6.0	92.0
655	29	8.0	93.0
655	46	6.0	92.0
59	5	7.0	87.0
59	2	9.0	74.0
59	27	8.0	51.0
59	20	8.0	47.0
59	56	9.0	56.0
59	22	8.0	64.0
59	0	8.0	55.0
59	42	6.0	58.0
59	26	7.0	34.0
59	25	8.0	70.0
64	44	9.0	43.0
64	39	10.0	22.0
64	54	10.0	29.0
64	52	10.0	20.0
64	37	8.0	35.0
64	32	9.0	40.0
64	5	10.0	87.0
64	40	10.0	54.0
64	48	9.0	47.0
64	41	9.0	43.0
64	19	10.0	53.0
64	2	10.0	74.0
64	4	10.0	83.0
64	24	9.0	33.0
64	27	10.0	51.0
64	28	8.0	29.0
64	20	10.0	47.0
64	16	10.0	37.0
64	43	9.0	45.0
64	21	10.0	54.0
64	18	10.0	30.0
64	58	9.0	44.0
64	56	10.0	56.0
64	50	10.0	29.0
64	7	10.0	39.0
64	22	10.0	64.0
64	45	10.0	36.0
64	8	9.0	25.0
64	57	10.0	72.0
64	0	10.0	55.0
64	49	10.0	49.0
64	13	9.0	34.0
64	29	10.0	33.0
64	42	10.0	58.0
64	46	10.0	61.0
64	26	10.0	34.0
64	30	9.0	61.0
64	14	8.0	30.0
64	25	10.0	70.0
64	6	10.0	45.0
64	34	10.0	25.0
546	31	8.0	83.0
546	44	7.0	83.0
546	37	2.0	83.0
546	41	6.0	100.0
546	19	8.0	83.0
546	24	9.0	86.0
546	27	5.0	86.0
546	9	8.0	82.0
546	15	6.0	77.0
546	58	6.0	83.0
546	12	6.0	86.0
575	44	8.0	45.0
575	37	9.0	40.0
575	32	7.0	40.0
575	48	10.0	47.0
575	41	8.0	44.0
575	19	8.0	54.0
575	24	3.0	40.0
575	27	7.0	51.0
575	20	6.0	47.0
575	16	7.0	42.0
575	43	9.0	44.0
575	9	8.0	41.0
575	21	8.0	54.0
575	58	8.0	44.0
575	7	8.0	41.0
575	45	10.0	40.0
575	49	8.0	48.0
575	29	10.0	46.0
575	12	8.0	43.0
575	6	7.0	46.0
354	31	4.0	76.0
354	44	6.0	64.0
354	54	10.0	63.0
354	40	3.0	57.0
354	48	1.0	62.0
354	41	4.0	68.0
354	24	5.0	56.0
354	43	8.0	65.0
354	9	5.0	69.0
354	21	5.0	61.0
354	15	8.0	88.0
354	58	9.0	56.0
354	22	7.0	93.0
354	45	8.0	57.0
354	53	8.0	61.0
354	17	7.0	88.0
354	0	3.0	77.0
354	29	9.0	68.0
354	42	4.0	62.0
354	30	7.0	64.0
354	14	5.0	65.0
354	6	8.0	56.0
354	34	9.0	70.0
527	44	1.0	44.0
527	37	3.0	37.0
527	4	7.0	83.0
527	24	1.0	36.0
527	10	3.0	83.0
527	16	5.0	84.0
527	58	2.0	44.0
527	0	1.0	86.0
527	0	1.0	55.0
527	30	1.0	61.0
527	6	4.0	48.0
635	54	10.0	79.0
635	52	10.0	79.0
635	37	10.0	79.0
635	32	10.0	79.0
635	5	10.0	87.0
635	48	10.0	79.0
635	35	10.0	79.0
635	1	10.0	79.0
635	20	10.0	79.0
635	10	10.0	79.0
635	16	10.0	79.0
635	21	10.0	79.0
635	15	10.0	76.0
635	58	10.0	79.0
635	56	10.0	76.0
635	50	10.0	79.0
635	22	10.0	76.0
635	45	10.0	79.0
635	53	10.0	79.0
635	17	10.0	79.0
635	13	10.0	79.0
635	46	10.0	79.0
635	26	10.0	79.0
635	30	10.0	79.0
635	25	10.0	79.0
720	31	10.0	4.0
720	44	8.0	43.0
720	39	10.0	22.0
720	54	10.0	26.0
720	52	10.0	20.0
720	40	10.0	54.0
720	11	10.0	3.0
720	28	1.0	29.0
720	20	7.0	47.0
720	16	10.0	37.0
720	3	9.0	2.0
720	18	8.0	30.0
720	56	9.0	56.0
720	50	10.0	26.0
720	7	9.0	39.0
720	33	8.0	12.0
720	8	10.0	25.0
310	39	7.0	23.0
310	5	8.0	87.0
310	48	9.0	48.0
310	2	8.0	74.0
310	4	8.0	83.0
310	4	8.0	83.0
310	1	8.0	27.0
310	16	5.0	37.0
310	56	7.0	57.0
310	22	8.0	64.0
310	57	6.0	73.0
310	46	6.0	61.0
310	25	7.0	70.0
20	31	10.0	16.0
20	44	10.0	43.0
20	39	10.0	22.0
20	54	10.0	27.0
20	23	10.0	15.0
20	48	9.0	48.0
20	24	8.0	34.0
20	36	9.0	28.0
20	43	9.0	45.0
20	15	10.0	10.0
20	33	4.0	39.0
20	45	10.0	37.0
20	8	9.0	25.0
406	40	9.0	62.0
406	48	8.0	63.0
406	2	9.0	74.0
406	4	10.0	83.0
406	36	10.0	79.0
406	27	8.0	67.0
406	43	8.0	74.0
406	56	9.0	65.0
406	22	8.0	72.0
406	57	6.0	74.0
406	0	10.0	65.0
406	42	7.0	62.0
406	30	8.0	62.0
212	44	7.0	44.0
212	54	7.0	75.0
212	37	4.0	90.0
212	32	8.0	41.0
212	48	9.0	67.0
212	41	8.0	76.0
212	19	7.0	57.0
212	2	9.0	83.0
212	24	10.0	33.0
212	36	9.0	38.0
212	27	8.0	56.0
212	58	6.0	94.0
212	8	7.0	25.0
212	49	8.0	53.0
212	13	6.0	45.0
212	47	7.0	31.0
212	12	8.0	39.0
212	30	10.0	61.0
212	25	10.0	70.0
212	6	8.0	45.0
333	44	9.0	43.0
333	37	6.0	35.0
333	48	8.0	48.0
333	41	6.0	42.0
333	4	9.0	83.0
333	27	9.0	51.0
333	43	8.0	44.0
333	18	9.0	30.0
333	58	9.0	44.0
333	22	9.0	72.0
333	29	8.0	34.0
333	46	5.0	61.0
333	12	8.0	40.0
727	40	8.0	55.0
727	2	9.0	74.0
727	4	10.0	83.0
727	21	8.0	56.0
727	56	9.0	56.0
727	22	9.0	64.0
727	57	8.0	72.0
727	0	6.0	55.0
727	42	5.0	59.0
727	46	6.0	60.0
727	30	8.0	63.0
727	25	7.0	70.0
620	40	9.0	54.0
620	48	10.0	52.0
620	19	10.0	53.0
620	27	10.0	51.0
620	20	8.0	52.0
620	21	10.0	53.0
620	56	8.0	56.0
620	22	10.0	64.0
620	0	6.0	55.0
620	49	10.0	52.0
620	42	6.0	58.0
620	46	9.0	60.0
620	25	8.0	70.0
620	6	9.0	52.0
509	31	6.0	97.0
509	39	6.0	96.0
509	54	7.0	98.0
509	52	9.0	96.0
509	32	9.0	97.0
509	48	10.0	97.0
509	19	9.0	96.0
509	2	10.0	97.0
509	4	10.0	93.0
509	11	10.0	96.0
509	59	8.0	98.0
509	15	7.0	97.0
509	50	8.0	98.0
509	22	9.0	98.0
509	53	8.0	98.0
509	17	8.0	98.0
509	49	9.0	97.0
509	42	1.0	98.0
509	55	8.0	98.0
509	25	9.0	96.0
509	34	7.0	98.0
482	5	9.0	87.0
482	41	7.0	44.0
482	19	9.0	53.0
482	35	6.0	19.0
482	2	8.0	74.0
482	4	10.0	83.0
482	15	10.0	8.0
482	58	10.0	44.0
482	56	9.0	56.0
482	45	10.0	36.0
482	13	8.0	34.0
482	42	4.0	59.0
482	46	10.0	60.0
482	25	10.0	70.0
77	52	8.0	20.0
77	32	8.0	40.0
77	19	9.0	53.0
77	2	7.0	74.0
77	4	8.0	83.0
77	59	9.0	26.0
77	28	9.0	29.0
77	1	8.0	11.0
77	20	9.0	47.0
77	16	9.0	37.0
77	56	9.0	56.0
77	7	9.0	39.0
77	22	9.0	64.0
77	33	9.0	12.0
77	8	9.0	25.0
77	49	7.0	48.0
77	42	8.0	58.0
77	55	8.0	35.0
77	46	9.0	61.0
77	12	9.0	39.0
77	26	8.0	34.0
77	6	9.0	45.0
463	31	10.0	96.0
463	44	10.0	96.0
463	39	10.0	98.0
463	23	7.0	96.0
463	24	7.0	98.0
463	27	7.0	96.0
463	58	10.0	96.0
463	45	8.0	98.0
463	0	8.0	99.0
463	30	7.0	99.0
585	31	5.0	10.0
585	44	7.0	43.0
585	54	7.0	26.0
585	52	4.0	38.0
585	23	6.0	55.0
585	32	7.0	40.0
585	5	9.0	87.0
